# name	prop	strategy	detail	sha256(script)
kv-put	1	lexicographic	binders 0,3 ctor 0 base	6fc07ba76528fb26bbba93172e3413627661f729808fad019107c1fa7248a8e8
kv-put	1	lexicographic	binders 0,3 ctor 1,0	3ee241de3f709fdc161b564c0caa10418baa70d7f7ba3b510dd96cdb420022d6
kv-put	1	lexicographic	binders 0,3 ctor 1,1	cb43f8e085d3201376f77a189cf4e8945805137e92897d925d43040107f8f1cd
kv-put	1	lexicographic	binders 3,0 ctor 0 base	85e45296580f317be9bc44536be29bad0f47b37965238187c1c482c60c0b3b37
kv-put	1	lexicographic	binders 3,0 ctor 1,0	c6b61fef0639d09bf3f5d042a313826091f678b4c2ac468d5f584edd7e843f08
kv-put	1	lexicographic	binders 3,0 ctor 1,1	56594e8d059d0cd70a106328bf713f27372e4aa2f239e3767a22a85e3ba65801
kv-put	1	direct-fallback		bfab90ce8bc093a8fa0ca760337ddb8711f7bdf22d42550aec89f17892b05811
kv-put	2	lemma-free		b855b4b427d640cc2067b2676868d033a1a41159222fcdc55fd726b348a832bb
kv-put	2	direct		d1522612c0db311e7b7e107bbb6905c7d696cbb136e386fe570d9888c6ed5400
kv-put	2	induction	binder 0 ctor 0	aed989f7738ddfdbec02c2c729ac5b8a7c0a7a79df3ac3f4e903ac9f4c882ef8
kv-put	2	induction	binder 0 ctor 1	be2d324aae9e4a5c9c9a1b1d1b17184ff63a4fb3f3d11d9fa46f260aed7bb3bc
kv-put	2	induction	binder 2 ctor 0	98d4a625b7edebd87c62b6dfde293d87abb1cfe68f515f1608c701a2b761f939
kv-put	2	induction	binder 2 ctor 1	551e2fc2f856d850a1b2fc42671d56347e81fecb92884a35a67870b89013d480
kv-put	2	induction	binder 3 ctor 0	3bed6676d899c44cacb87d7a286f1de07eed47b09b7774e99514cbc52e3752b4
kv-put	2	induction	binder 3 ctor 1	72efda00b4b93bd63b13538f6829341a6b81da83a522e255f92fcaa269115ce4
kv-put	2	lexicographic	binders 0,2 ctor 0 base	aed989f7738ddfdbec02c2c729ac5b8a7c0a7a79df3ac3f4e903ac9f4c882ef8
kv-put	2	lexicographic	binders 0,2 ctor 1,0	f061f31b37620fd5b7f0c0786b314504984b95db1974f4b79ea5106f63cbc09e
kv-put	2	lexicographic	binders 0,2 ctor 1,1	106102ec2356a11414d7c1d60184a146164edcc77bb322e045a8590bb1029034
kv-put	2	lexicographic	binders 0,3 ctor 0 base	aed989f7738ddfdbec02c2c729ac5b8a7c0a7a79df3ac3f4e903ac9f4c882ef8
kv-put	2	lexicographic	binders 0,3 ctor 1,0	6558134f4e665468b84384a4aa35d21661d55ba08e10331c0d1d86ce5697f21b
kv-put	2	lexicographic	binders 0,3 ctor 1,1	05440603becf0b147a9bc571822c3e4fa3eef243235b26e94a7d67735fec407a
kv-put	2	lexicographic	binders 2,0 ctor 0 base	98d4a625b7edebd87c62b6dfde293d87abb1cfe68f515f1608c701a2b761f939
kv-put	2	lexicographic	binders 2,0 ctor 1,0	b5fa5fdb3895b48a287e79e9169115bc0ccf5bd2174ad10f6bd56f4e6526235d
kv-put	2	lexicographic	binders 2,0 ctor 1,1	3029ac1210a4d51ff4170426a1cb0d8829c94871d7795d80f958893365c50da8
kv-put	2	lexicographic	binders 2,3 ctor 0 base	98d4a625b7edebd87c62b6dfde293d87abb1cfe68f515f1608c701a2b761f939
kv-put	2	lexicographic	binders 2,3 ctor 1,0	63014659206c6185afc01d71b5e4c357a9447777b05637274ff9810096137302
kv-put	2	lexicographic	binders 2,3 ctor 1,1	3471278d8b28f763b85bcfccdad94d501becc13f96686eb773858df6eeabe975
kv-put	2	lexicographic	binders 3,0 ctor 0 base	3bed6676d899c44cacb87d7a286f1de07eed47b09b7774e99514cbc52e3752b4
kv-put	2	lexicographic	binders 3,0 ctor 1,0	dfdb4710e35c81036c4cf45565f7b326739cf986d74748f16bd90262f963e6c5
kv-put	2	lexicographic	binders 3,0 ctor 1,1	40b4a001fb810de65aac72e1b7b956e9703e8521fb5263186f3ba0483d11551e
kv-put	2	lexicographic	binders 3,2 ctor 0 base	3bed6676d899c44cacb87d7a286f1de07eed47b09b7774e99514cbc52e3752b4
kv-put	2	lexicographic	binders 3,2 ctor 1,0	70bdf076949d31700ee6939db5d2d0eb7ac9fbbbcd725a15f5acb06877436409
kv-put	2	lexicographic	binders 3,2 ctor 1,1	615f6ea6555dec99884c30f8ace237bd875285432b84c15e1c64253ff99f0c8b
kv-put	2	direct-fallback		d1522612c0db311e7b7e107bbb6905c7d696cbb136e386fe570d9888c6ed5400
last	0	lemma-free		21e997b143e27cfd69e2dbd4b9eebd3143fe8072ded23579b26d8a19b6d04865
last	0	direct		9a635fd3ae04f7ea37d6e4c0affa221e0aafdf6024f079173f76466017809a06
last	1	lemma-free		6967d3047027ee6f7d940676846f14002c6deffc9d4adb4616dd8698629db3e8
last	1	direct		316102884f9b41b2a4d0994c2eb27321833385771489f1334fe3dd0f453564ec
last	1	direct-fallback		316102884f9b41b2a4d0994c2eb27321833385771489f1334fe3dd0f453564ec
last	2	lemma-free		411d99826f1689f7b22de3488b336cc6f240a717af402812d71b7e7074e4d194
last	2	direct		f9cdc3e8d3421b3ec21be5d3cb9050920da0b59af1a2d9757ce90a3f57e4bee7
last	2	induction	binder 2 ctor 0	b53f4a775fab9e97c039ece42386eed7190ae2bfa47bbbe45add0096deee8e8e
last	2	induction	binder 2 ctor 1	547c95772f46dfefba9e59d770132ad97ea5a5b68b33d57f5888caccc8b70609
last	2	direct-fallback		f9cdc3e8d3421b3ec21be5d3cb9050920da0b59af1a2d9757ce90a3f57e4bee7
length	0	lemma-free		91d21a15a8c006f4fcd817256dbd405767536c81870d3374f3002dc7f8f7b126
length	0	direct		0da6911afa6731470ce45e3731b8372fa4faa56a25688e36c5b445ec57d16be3
length	0	induction	binder 0 ctor 0	af5e096f5144f3807524d864e8676b1838b688c0af14b40fa1e8f2b6871750e8
length	0	induction	binder 0 ctor 1	552385f3338a61a2fcc0ca90d8001f22d748d382ff2305d6dbb58d937185fc18
length	0	direct-fallback		0da6911afa6731470ce45e3731b8372fa4faa56a25688e36c5b445ec57d16be3
length	1	lemma-free		92c871139d5806cb53426158203781ba0bdb5b80972ad1cfc615a16cd3a71719
length	1	direct		0874ef3aa8c2a9e8365781a3d3cfd5299963949f6913a1a023b25c3e0c635b67
length	1	direct-fallback		0874ef3aa8c2a9e8365781a3d3cfd5299963949f6913a1a023b25c3e0c635b67
length	2	lemma-free		69d33b1248b04ddeab87f300193025fc52d62aa535c97500456abfcd989d8c72
length	2	direct		59bf5950422d7beb5d29446e33223e56bbc511e4c8143675865a452bc619876f
length	2	induction	binder 1 ctor 0	cf05416ed23e90381511981c31d8820852e50099307195001640a8685d48978f
length	2	induction	binder 1 ctor 1	82d57d69b8a99f7c251dc0fb29ac66c3ff9a87dd0b2166b05adf4844b7ca77c1
length	2	direct-fallback		59bf5950422d7beb5d29446e33223e56bbc511e4c8143675865a452bc619876f
lengths	0	lemma-free		308efde9e9f7a509346e1fc669b4f983e6d79beacefff2b6b4f3dd4d079c44a9
lengths	0	direct		d61b55e454ca39fcf7ae76987c62bff39476403e09eae794e112691d441d2f25
lengths	0	induction	binder 0 ctor 0	372eeec02bfe0fa61946f1202a593b1095b05d453fb0ba615bb359a7f1dc05da
lengths	0	induction	binder 0 ctor 1	6a929bfd513da2b8f30ad3ebf5e6c56231b7229d2df3d3d2dd1d06888a87da18
lengths	0	direct-fallback		d61b55e454ca39fcf7ae76987c62bff39476403e09eae794e112691d441d2f25
list-eq-by	0	lemma-free		c6fb3764e24200de8093f1dccaaf0282b60cd9295869855c3aa9ed81cf202d17
list-eq-by	0	direct		c98ddd2d7401a0c070d14fddc0ef99778792f50293a53b375618d9dcdebacd0b
list-eq-by	0	induction	binder 0 ctor 0	bf6bdbb2beea8db7b4338e843e8f4a069d83332c002f6de8d921529b027d4c3a
list-eq-by	0	direct-fallback		c98ddd2d7401a0c070d14fddc0ef99778792f50293a53b375618d9dcdebacd0b
list-eq-by	1	lemma-free		0241a04ec4bc6cc4ff208ef4fea9435e2398094515287acb7781a6094e6482f9
list-eq-by	1	direct		cb0b38f60dd0f2254cfdd2499e6afa82e4f32f31d30e46ba06aa582394dac825
list-eq-by	1	induction	binder 0 ctor 0	bc9411daf63776be89f1e685473d54ee132f38358a61c26ae27824e0c048df11
list-eq-by	1	induction	binder 1 ctor 0	32894b80070d488e69c7a18022b5a7a2f8e53ebf69438a1203c69106df40fb7e
list-eq-by	1	induction	binder 1 ctor 1	d2f75e477b92db7f02f901fad21dd2794e7cbf3033972487a11b3dfdd521dee0
list-eq-by	1	induction	binder 2 ctor 0	b7b4c3a68f71e1673c14a5fcef982f19e812c1872488183196da621aac557a01
list-eq-by	1	induction	binder 2 ctor 1	9a10e85c68807e7e75c8afb573644a4baa2641afbffbe09bd447cd6906c1aaa0
list-eq-by	1	lexicographic	binders 0,1 ctor 0 base	4a710e38f7f0587718fceaaeb71f9bf00d360cbb66b2ed5a56f0a09274497595
list-eq-by	1	lexicographic	binders 0,2 ctor 0 base	4a710e38f7f0587718fceaaeb71f9bf00d360cbb66b2ed5a56f0a09274497595
list-eq-by	1	lexicographic	binders 1,0 ctor 0 base	32894b80070d488e69c7a18022b5a7a2f8e53ebf69438a1203c69106df40fb7e
list-eq-by	1	lexicographic	binders 1,0 ctor 1,0	fdf8fe82c71df18c9be174e1d33fd7ee7b93f9a5d656a0f64d53f1b320d6059f
list-eq-by	1	lexicographic	binders 1,2 ctor 0 base	32894b80070d488e69c7a18022b5a7a2f8e53ebf69438a1203c69106df40fb7e
list-eq-by	1	lexicographic	binders 1,2 ctor 1,0	9734f033d3bafcbeae558b6d73c900f531e507cff2cf146917bddf5dc15718e1
list-eq-by	1	lexicographic	binders 1,2 ctor 1,1	5c33316854e49d5493c85cf18cc808a9d9183b65638be681514ba80dbf276c81
list-eq-by	1	lexicographic	binders 2,0 ctor 0 base	b7b4c3a68f71e1673c14a5fcef982f19e812c1872488183196da621aac557a01
list-eq-by	1	lexicographic	binders 2,0 ctor 1,0	bae724d07bbc1390d47733cee5163ef60bab10cf38e60a1ca82b62dac65514d0
list-eq-by	1	lexicographic	binders 2,1 ctor 0 base	b7b4c3a68f71e1673c14a5fcef982f19e812c1872488183196da621aac557a01
list-eq-by	1	lexicographic	binders 2,1 ctor 1,0	b8ea583e1562179fec5763500525d3a1721b270e05f76902c47fc3de042e229e
list-eq-by	1	lexicographic	binders 2,1 ctor 1,1	926a6953dafabf1dcd0e8f7fc004bbbaee994f0f3fc131e83ee252f15605da75
list-eq-by	1	direct-fallback		cb0b38f60dd0f2254cfdd2499e6afa82e4f32f31d30e46ba06aa582394dac825
list-eq-by	2	lemma-free		78bd9ea0d4a688a9585f6b68041db72e18bbf4706ea6c79e759c49b65d82ba9e
list-eq-by	2	direct		1de0513d0b9f8f8dfe226af227c9576598462493196cd806d96ca8d30a579e38
list-eq-by	2	induction	binder 0 ctor 0	1ca10b5ea5d2ec7e21b85252bd3fc62dc80e798ca8187813df2393e91c5ecedc
list-eq-by	2	induction	binder 3 ctor 0	b2db95e0b027ac68ceefe778c1faa6bdef5eebb11c3dae01745bf4021a5dc53a
list-eq-by	2	induction	binder 3 ctor 1	c472dbc724aa9f590fae4f406fe9a420b3720c3d917b3f2ccb88bed452885f43
list-eq-by	2	induction	binder 4 ctor 0	995b819725264e6e135f6de880d23b91e0ace28f6b2cdc029515485f7f65ca21
list-eq-by	2	induction	binder 4 ctor 1	0f894229dbc7e801f69211f137fb510212715b1b1b842d5065ba163671163088
list-eq-by	2	lexicographic	binders 0,3 ctor 0 base	3080da8228001813a5274eaf9e4da26acd640b7a559f038f1e5945c17cc6c3eb
list-eq-by	2	lexicographic	binders 0,4 ctor 0 base	3080da8228001813a5274eaf9e4da26acd640b7a559f038f1e5945c17cc6c3eb
list-eq-by	2	lexicographic	binders 3,0 ctor 0 base	b2db95e0b027ac68ceefe778c1faa6bdef5eebb11c3dae01745bf4021a5dc53a
list-eq-by	2	lexicographic	binders 3,0 ctor 1,0	9e5a91b24c8076c2e97084552b9597d0d99bf909f1fb80ded8f16a8c1bc892fb
list-eq-by	2	lexicographic	binders 3,4 ctor 0 base	b2db95e0b027ac68ceefe778c1faa6bdef5eebb11c3dae01745bf4021a5dc53a
list-eq-by	2	lexicographic	binders 3,4 ctor 1,0	cb60b89f2d295f60a5aa866ecf8f59ee7dafb077648343d8c9040aa15a60a95a
list-eq-by	2	lexicographic	binders 3,4 ctor 1,1	3916c146ebdd6131e9f36336a189339daa531f5e73bf43383233c2024a213700
list-eq-by	2	lexicographic	binders 4,0 ctor 0 base	995b819725264e6e135f6de880d23b91e0ace28f6b2cdc029515485f7f65ca21
list-eq-by	2	lexicographic	binders 4,0 ctor 1,0	fbfbcb2c923b9d688aace8cba8c58eb9ca62254b3a2839f86e60848ceca3427f
list-eq-by	2	lexicographic	binders 4,3 ctor 0 base	995b819725264e6e135f6de880d23b91e0ace28f6b2cdc029515485f7f65ca21
list-eq-by	2	lexicographic	binders 4,3 ctor 1,0	fa528a07bd3fe0b5e32bc7c520751bd098ec448b7a620fd956e404694eb35a2f
list-eq-by	2	lexicographic	binders 4,3 ctor 1,1	b0bc11071e53261d6905d5480cf39c52b8100f0e606d12da514fc0f5f423eabb
list-eq-by	2	direct-fallback		1de0513d0b9f8f8dfe226af227c9576598462493196cd806d96ca8d30a579e38
list-eq-by	3	lemma-free		b3eb8bce775526bc94facb5c1ac6e111a4f6e9e054fa44e6d58c0704675e85f8
list-eq-by	3	direct		74dc5862271fb6b1e72128d8b7e9d83972dac850cb61c07f7bac33f16db1fe62
list-eq-by	3	induction	binder 0 ctor 0	73b603aed1f45674cda2d81e60b555f2a3cd8a57e2c305c2e3422e8827979b59
list-eq-by	3	direct-fallback		74dc5862271fb6b1e72128d8b7e9d83972dac850cb61c07f7bac33f16db1fe62
main-echo	0	lemma-free		a74ca15fa2136508910cfca06c7963da02172764806fa4e90dd17d50d017861b
main-echo	0	direct		363e6d7b1ff310df61b28082207940061f607df29ce1872296b3dd313e766616
main-echo	0	direct-fallback		363e6d7b1ff310df61b28082207940061f607df29ce1872296b3dd313e766616
main-echo	1	lemma-free		41c678fedf131b7cb49fe0d2f6955f260c477e8f7a82421ca6b24b02ec50f636
main-echo	1	direct		ce90380a11b88927ea5f7b6818fd3fe99f5551a177567789b9a4439c48ae774d
main-echo	1	induction	binder 0 ctor 0	b221059e930224e97e3c2d6f68c718ab7719b64aced24a2181df72b25f5249a9
main-echo	1	induction	binder 0 ctor 1	6eb6dab853ce4caca512d6e94eff5ecaef3ab788fbfd1b4ba7e7c8b99b5079de
main-echo	1	direct-fallback		ce90380a11b88927ea5f7b6818fd3fe99f5551a177567789b9a4439c48ae774d
main-fetch	0	lemma-free		d1c48e99eacb0409a44b16674c847f4a785b2fef90c726b36cc714d90f2c356d
main-fetch	0	direct		5f03b43980383b9cb7b76a3b30e22f227c3d16b0fedd94876719a850224f578f
main-fetch	0	induction	binder 0 ctor 0	9e184b85819ee57b1a455927eac60926064dae31aea99e2b70cbbe06ff443335
main-fetch	0	direct-fallback		5f03b43980383b9cb7b76a3b30e22f227c3d16b0fedd94876719a850224f578f
main-fetch	1	lemma-free		67ba3411a2ba567ce6a3a1f1d384fc3ac22a533b5ee8dcac111a47a1a9d741df
main-fetch	1	direct		32c832059cc26b9a62154ec01616dbeb77def264ce3f96a8ab6e7450a7e284f7
main-fetch	1	induction	binder 0 ctor 0	bcbf87763bed92db85add9c81425bf1772c3538f4ca9d5d103cc3c4e2e0c4ccd
main-fetch	1	induction	binder 1 ctor 0	e42756a5d80a66b4df66507ca2823dd5f9226b7fff0d19a35b32740f6e405d2a
main-fetch	1	induction	binder 1 ctor 1	1be3172ef2ebfca27e6b5c2178ea90875cc2efce72af794bc4a017e0ae50f8bc
main-fetch	1	induction	binder 2 ctor 0	07846bd047ca97da189ea863c7887f5b5624b1539fe552aa84901be8da53d0d7
main-fetch	1	induction	binder 2 ctor 1	40e3cc8c151f30e8e9dac7fc631337be4638daa66d751a91c81eeecab4a1ef07
main-fetch	1	lexicographic	binders 0,1 ctor 0 base	bae5a8237c4448b47d4d3bf8f7c8e892bf1437fd8ab3cc0daf36f11e162f691f
main-fetch	1	lexicographic	binders 0,2 ctor 0 base	bae5a8237c4448b47d4d3bf8f7c8e892bf1437fd8ab3cc0daf36f11e162f691f
main-fetch	1	lexicographic	binders 1,0 ctor 0 base	e42756a5d80a66b4df66507ca2823dd5f9226b7fff0d19a35b32740f6e405d2a
main-fetch	1	lexicographic	binders 1,0 ctor 1,0	4682c2fdc02c25f162ff85931a1dfaaa81f65cc63a7237968c1f5633ab3222ad
main-fetch	1	lexicographic	binders 1,2 ctor 0 base	e42756a5d80a66b4df66507ca2823dd5f9226b7fff0d19a35b32740f6e405d2a
main-fetch	1	lexicographic	binders 1,2 ctor 1,0	3f3f51d869c6235493f9f55786ea7a3ee6e0253302b46286a154f588eca0f44a
main-fetch	1	lexicographic	binders 1,2 ctor 1,1	36d3dd27862d69463febf914ba2f3738955f3f15048ae73644518c3b8433c022
main-fetch	1	lexicographic	binders 2,0 ctor 0 base	07846bd047ca97da189ea863c7887f5b5624b1539fe552aa84901be8da53d0d7
main-fetch	1	lexicographic	binders 2,0 ctor 1,0	032e1ad1823c5015dfeb45bf3c2508672be7c82fc277573eb8ac58c26dd95424
main-fetch	1	lexicographic	binders 2,1 ctor 0 base	07846bd047ca97da189ea863c7887f5b5624b1539fe552aa84901be8da53d0d7
main-fetch	1	lexicographic	binders 2,1 ctor 1,0	961b0e08c5d8317b4a3a3dd0a7c725a97aaa4f19205b246e75812b78cf87b403
main-fetch	1	lexicographic	binders 2,1 ctor 1,1	5db6dd212e86365d28cf6e358993abe12680871e15a68231c812044dc246813e
main-fetch	1	direct-fallback		32c832059cc26b9a62154ec01616dbeb77def264ce3f96a8ab6e7450a7e284f7
main-fetch	2	lemma-free		6f2948c32028c921e7545292c574f458cbba178f9072c3e6c55387755fb7474d
main-fetch	2	direct		fab38f42b4c67a4c7e7a3a5b7fb0cf3dfffa69d5848371282081ef08f0b56530
main-fetch	2	induction	binder 0 ctor 0	96055a3209c081c747a872ac969561c672286d4791d161eda64f3514232d3f08
main-fetch	2	induction	binder 1 ctor 0	99c598f9659a1888dd0e0db93aa58373b85a86986ead42c357c02ed6fbe661d9
main-fetch	2	induction	binder 1 ctor 1	6d5c1549a43d09644f7c9aec1839a760cceda35137d5ac5d5436d4cab42b3619
main-fetch	2	lexicographic	binders 0,1 ctor 0 base	ccd3dee3d0deb8f4b2d9efb3ca445299468a2a078c8a47cd6d9c86a7efc2b1a6
main-fetch	2	lexicographic	binders 1,0 ctor 0 base	99c598f9659a1888dd0e0db93aa58373b85a86986ead42c357c02ed6fbe661d9
main-fetch	2	lexicographic	binders 1,0 ctor 1,0	0f97473bdb326eca5834029b4fd56d6026559e368a8dc643b86c07bf53ee21cb
main-fetch	2	direct-fallback		fab38f42b4c67a4c7e7a3a5b7fb0cf3dfffa69d5848371282081ef08f0b56530
map	0	lemma-free		34d4f024795e5f8e6faf939e8abe0e66210007dd84c370d31c570c5fd37e4968
map	0	direct		6b3ef63b273f875f47a59115e117580398ac55f2c56225fc22b7a7e93f2e9b26
map	0	induction	binder 1 ctor 0	58fafd1389eb8af44bbd90323ab7f2f047db908392ae71670d4b27112a25ebf6
map	0	induction	binder 1 ctor 1	1c1a7149b517dd8f2990d9518d0079e91edd37e3d3c8f0b5a06b078e2743e3bc
map	0	direct-fallback		6b3ef63b273f875f47a59115e117580398ac55f2c56225fc22b7a7e93f2e9b26
map-empty	0	lemma-free		745185b08d29b3fdf5ffe3c952be19452c316cd6af39cdde2f7a7a7f37347baf
map-empty	0	direct		745185b08d29b3fdf5ffe3c952be19452c316cd6af39cdde2f7a7a7f37347baf
map-empty	0	direct-fallback		745185b08d29b3fdf5ffe3c952be19452c316cd6af39cdde2f7a7a7f37347baf
map-err	0	lemma-free		d9b6ba1a1d27c2492acf4c72d46b0bffaa15673a70f0486bf167668c4b3e9ce0
map-err	0	direct		7d6b8e094a151ac0e559a0628a9cc3c560b412b5cdf39749918451753bd23b5a
map-err	0	direct-fallback		7d6b8e094a151ac0e559a0628a9cc3c560b412b5cdf39749918451753bd23b5a
map-err	1	lemma-free		ec4162899915a25d2b870e6193d1afabbd4bff0ff18ff3b12f5977b47a1d33e7
map-err	1	direct		e3fe7767c4397744ea07728e53d5c770b962236ab3f1a3082c56bb5b1d1e6e3a
map-err	1	direct-fallback		e3fe7767c4397744ea07728e53d5c770b962236ab3f1a3082c56bb5b1d1e6e3a
map-has	0	lemma-free		105e86db936a32bf88f2dd07642ee28afe74961c42e09cde74c5c2ec4b5cc127
map-has	0	direct		105e86db936a32bf88f2dd07642ee28afe74961c42e09cde74c5c2ec4b5cc127
map-has	0	induction	binder 2 ctor 0	128d68d63c25cd78926fbd2103553e5eb0efba60a6aea101ad0e61cb47c59f72
map-has	0	direct-fallback		105e86db936a32bf88f2dd07642ee28afe74961c42e09cde74c5c2ec4b5cc127
map-insert	0	lemma-free		229a2df2bd3ecef15c0e82136ae1334b1c84ea949c80c9258a9d12963a2506a9
map-insert	0	direct		229a2df2bd3ecef15c0e82136ae1334b1c84ea949c80c9258a9d12963a2506a9
map-insert	0	induction	binder 2 ctor 0	d8bab5c3a48c5d443e7864100743c8b57c2c160f581ebb566267e080ce5f881c
map-insert	0	direct-fallback		229a2df2bd3ecef15c0e82136ae1334b1c84ea949c80c9258a9d12963a2506a9
map-keys	0	lemma-free		378bef75774b1e8102fd4e6203b553377cd99d53476022b5c6f5b309c1683958
map-keys	0	direct		012d5e02e0c9757d902d47233f1d1e9349a7d34670735e3f82b458e55acc1873
map-keys	0	induction	binder 0 ctor 0	fd0c633aa192e3bafd4c6cdb9239ab6780d6b1429d86e01ff3d9b81ebd8a3243
map-keys	0	direct-fallback		012d5e02e0c9757d902d47233f1d1e9349a7d34670735e3f82b458e55acc1873
map-lookup	0	lemma-free		745185b08d29b3fdf5ffe3c952be19452c316cd6af39cdde2f7a7a7f37347baf
map-lookup	0	direct		745185b08d29b3fdf5ffe3c952be19452c316cd6af39cdde2f7a7a7f37347baf
map-lookup	0	direct-fallback		745185b08d29b3fdf5ffe3c952be19452c316cd6af39cdde2f7a7a7f37347baf
map-merge	0	lemma-free		42008901fc8c70b986c6d45e22cb3b1ac72b3b9713113c9b2f4dad24e32330f2
map-merge	0	direct		42008901fc8c70b986c6d45e22cb3b1ac72b3b9713113c9b2f4dad24e32330f2
map-merge	0	induction	binder 0 ctor 0	e141f4a8b736312a118d2f94f90a6e752b5b759a0720caedf3da8cf059539d26
map-merge	0	direct-fallback		42008901fc8c70b986c6d45e22cb3b1ac72b3b9713113c9b2f4dad24e32330f2
map-merge	1	lemma-free		1e74dbf16c421feaa6a568ce84f0e44b31073006326e29642b5b17c73e0afd5e
map-merge	1	direct		1e74dbf16c421feaa6a568ce84f0e44b31073006326e29642b5b17c73e0afd5e
map-merge	1	induction	binder 2 ctor 0	25829025365ee7223a52d8ac72bb02875c35178a2a87710d9498e6013896cb70
map-merge	1	direct-fallback		1e74dbf16c421feaa6a568ce84f0e44b31073006326e29642b5b17c73e0afd5e
map-option	0	lemma-free		cd42558a8461908a3321836afed05f296f02b228f3a65a058c85dc272ee8421c
map-option	0	direct		3fa2ec5a4b7c49c20105c3d9d40a2fe241b8a1525abb2dcac9dde4c719e4a71e
map-option	1	lemma-free		938e1880e0bc54a8b4b99640eb472c147a5f3ed4258260a77f8b94d77cd1d50c
map-option	1	direct		0321b8077874df79b022ebf5d7bb4bf5650b635557dc3ad13adc41680ae8cc9b
map-option	1	direct-fallback		0321b8077874df79b022ebf5d7bb4bf5650b635557dc3ad13adc41680ae8cc9b
map-result	0	lemma-free		6d489d587e40785a2953e94cc002071eb27b9ff22ddebb3b059a6543ec1ea1dd
map-result	0	direct		12cc8653516c8a74ffa744596bb1373b09b0dfb8e9e506845c53f3d07c2d1cfa
map-result	0	direct-fallback		12cc8653516c8a74ffa744596bb1373b09b0dfb8e9e506845c53f3d07c2d1cfa
map-result	1	lemma-free		d9e15eda4712bd60627dc517f624c2b8a8732bb9c2937f6cbe3df6bd3bd56ada
map-result	1	direct		21dc69201d86e14c359c423bf519fc41bd68abd0cd08eb2aa4971cb4cbf48a30
map-result	1	direct-fallback		21dc69201d86e14c359c423bf519fc41bd68abd0cd08eb2aa4971cb4cbf48a30
map-size	0	lemma-free		633d5cc63071bdd991bb472892f6d8857c79fe03f1d2e26fd819ac711fa43cd1
map-size	0	direct		4cbfadd214f733a4fcf3ae12236562f933dabc6d2bc4d9791f69acd1c2214552
map-size	0	induction	binder 0 ctor 0	f807b04b6f15d9117d62edca7251be0a896e79a796729433f3b90666a8deec22
map-size	0	direct-fallback		4cbfadd214f733a4fcf3ae12236562f933dabc6d2bc4d9791f69acd1c2214552
map-values	0	lemma-free		833830387e2057a968e2188f62e01272fe94c2ba2af53ffd1382d40223b92fe4
map-values	0	direct		3a297981ff96f1db2c9730ac297ec28a9ed4c5734e0e72e0582ac8ed7b76d17a
map-values	0	induction	binder 0 ctor 0	b58571f31083e33bdaad944c1426dfd20876562eb9a35c354e48675a98ebd4e6
map-values	0	direct-fallback		3a297981ff96f1db2c9730ac297ec28a9ed4c5734e0e72e0582ac8ed7b76d17a
max-by	0	lemma-free		b2a4162093e788cc7799ecd12e812cabdd85db8657b67cafff6f7749f9747c88
max-by	0	direct		8440873560a515979e109496d0fbf3cebea09813884ce866af6535a96344a8d1
max-by	0	induction	binder 0 ctor 0	10e51908236dcf7c0ac0eee75a8ddc51ececa28f434c3b81673b2147474acc9f
max-by	0	direct-fallback		8440873560a515979e109496d0fbf3cebea09813884ce866af6535a96344a8d1
max-by	1	lemma-free		770bc5373d0037abd037b756aad5c93f0c79a40e722727756cacd6aab8f00119
max-by	1	direct		9ffd2182747b9704c50a409153b4132b12d84eb6425867f8818de0718e74e5a1
max-by	1	induction	binder 0 ctor 0	19465178360a60f65b48ccd148cdf3d90ce917bb70b39a4c84e061a764cee66f
max-by	1	direct-fallback		9ffd2182747b9704c50a409153b4132b12d84eb6425867f8818de0718e74e5a1
max2	0	lemma-free		4e8a07217964e7ee4174c59c9651842294361f94888fc9014b78c66866a00b58
max2	0	direct		f3dbeb59c7b5ba9ef4e860db12bf1eca7011a8515ff8ad73640bf455a61ac969
max2	0	direct-fallback		f3dbeb59c7b5ba9ef4e860db12bf1eca7011a8515ff8ad73640bf455a61ac969
max2	1	lemma-free		c5034f7500c9e8bc2401795ce7babcdbedfd01e5aa1cbe7060b2716af85f1eaa
max2	1	direct		549d7a1198cacd8e419b95457f3f97d115ccf34c476150ba2f664d89fcd20837
max2	1	direct-fallback		549d7a1198cacd8e419b95457f3f97d115ccf34c476150ba2f664d89fcd20837
max2	2	lemma-free		fe10781a41e47e30f9ba19ab7383d91aacda143b4c165d5907ca79773ededb14
max2	2	direct		cd0bca69d02c2492f78539c7376711907a01a8d84e4bad0a3d461d862e2f7cfc
max2	2	direct-fallback		cd0bca69d02c2492f78539c7376711907a01a8d84e4bad0a3d461d862e2f7cfc
max2	3	lemma-free		52e54330c5cdcab73deb17d77a693b09c2e8a0767fcbdf0a268cfc991ae9c0ac
max2	3	direct		34051a97cac934e6431814e209fa640f73abf8d326a40ddadf09d8ce561501c4
max2	3	direct-fallback		34051a97cac934e6431814e209fa640f73abf8d326a40ddadf09d8ce561501c4
maximum	0	lemma-free		999d2f05862624ad9bebeba534cf0b406be238831f7c7b013e6a1816ec0c7f5c
maximum	0	direct		8a1c68c45dfa51f29a4902443c36d374dac309b267a9cd6461859ece1332a9e9
