# name	prop	sha256(direct-attempt script)
take-while	1	bd61d4568fc5f457aa8e86d0bf19990bbf003a1159cb18671965e50326d74a05
tenth-f	0	b44d0ea36ab0cee1f33815de1ffcf3b1f74e41ab068e164dcd3c7e839fcc4263
third-f	0	aac21907b5e117862c40272f28066ed3ec7b65bfa56324efc9d386b65bad3b98
unwrap-or	0	f8055378acd2eb79acf604345d79721eb4e78448999941668d2d38aaf50faa9d
unwrap-or	1	0fc44d7ce3f920072ce074c2bebfd869486cfed83fd95cfe992fff4fe1842a10
utf8-cp	0	907d3cf6f3d2f9eab28617cc789557315a8fec72001146ba71102c175c19e176
utf8-cp	1	b285b9fb48906084c29651f0d153338b358cbd78c397f9b6566db453ee5da0d0
utf8-cp	2	8eb46469e97eb9378107a382b8094754825b93e53916cd5212c6baa263bc525c
utf8-decode	0	4223bdf1d5548ba77c3179978b370105194693bb6e44ec161ca78d6c2e80f1f5
utf8-decode	1	f18755fb32a767ce1b283caea1bd51057466866e468add868adb0907d825c5b7
utf8-decode	2	96cfa92e02c5767ce8c44809d78608d2448c24bbebc1cdcdbc07ed4504aa8cac
utf8-decode	3	1b9fa3348f9058fd8e1514261a20a04f03c09adc388778f577927e62602c7be4
utf8-decode	4	d6ed32f02c87b1a1d5a79ed6773421102cf7865241fc263fa7df3e9baabb35f3
utf8-decode	5	840f4f594ed0b309181a821cdd37514515ae99558b35744aa4d0a014a04cf70d
utf8-decode	6	e1aec65044466690a0d0dcfb8e75dbae054f9c9198f7ef077043756079a4cb21
utf8-encode	0	618364862ee03a26e35e5ba3064f905bc07285dd5aa31104f64321de0ca52140
utf8-encode	1	20420645215f8646f1657f9656f640834ec3289deba5b3172512c90cb54225fe
utf8-roundtrips	0	83424b2b12132e27c3d16efbb602421a4e0942d5fc40784090ab766413c91dd1
utf8-roundtrips	1	1a9f4b4a04ab6f553a4b0b8c043beb9a663b09bb5bf869b9d3379fc25538a7f4
within-window	0	035be0de340f293b2519564351c15fec00267d4a0dda71de9802f6b367e62cc6
within-window	1	f19650c325ba3400fd6c0ae04a2a24d4112449f0c76b76cccb06bf978e8f56a5
within-window	2	824a77ed07d3b5303ecb74a5cc6ef5ae4fd6e792052ba56cb1977ecdf6d2e975
zip	0	22b17a7395bb983211b411e401aa7ab5bc063d7ee011ff59b46efd63fe8ea27b
zip	1	9c96f5b3373366e6280a8254d102687a27d1900f3d89d4fd18b95339e321062a
zip	2	477fdcb692f6aa8a6a07c5bd0c74d6aec5e521340b28b99bb5349a03b5fa1c34
zip-with	0	76f6e04d31da33062fb803a4555461ad3f2e65d4db41b76283d9fd528307f0cf
zip-with	1	2fd9299b41ad1ac12e76f23bf350dc398624adee8d08d813d1d0fb7ad4f0798d
zip-with	2	8eebbd5e3cd4d8a131d4ca63c180ae518f10319033166d4b404af9e1b2fd9734
